instance,algorithm,seed,best_len,delta_bks,time_s,best_iter,n_vehicles,feasible,bks,routes
CMT1,MMAS,42,541.4052,3.2013,300.574499,9362,5,1,524.6110,"[[0, 46, 9, 10, 39, 33, 45, 15, 44, 37, 17, 47, 12, 0], [0, 32, 2, 29, 20, 35, 36, 3, 28, 31, 22, 1, 0], [0, 18, 25, 13, 41, 40, 19, 42, 4, 0], [0, 27, 48, 8, 26, 7, 23, 43, 24, 14, 6, 0], [0, 5, 38, 49, 30, 34, 21, 50, 16, 11, 0]]"
