iter,best_so_far
149,590.8340
150,590.8340
151,590.8340
152,590.8340
153,590.8340
154,590.8340
155,590.8340
156,590.8340
157,590.8340
158,590.8340
159,590.8340
160,590.8340
161,590.8340
162,590.8340
163,590.8340
164,590.8340
165,590.8340
166,590.8340
167,590.8340
168,590.8340
169,590.8340
170,590.8340
171,590.8340
172,590.8340
173,590.8340
174,590.8340
175,590.8340
176,590.8340
177,590.8340
178,590.8340
179,590.8340
180,590.8340
181,590.8340
182,590.8340
183,590.8340
184,590.8340
185,590.8340
186,590.8340
187,590.8340
188,590.8340
189,590.8340
190,590.8340
191,590.8340
192,590.8340
193,590.8340
194,590.8340
195,590.8340
196,590.8340
197,590.8340
198,590.8340
199,590.8340
200,590.8340
201,590.8340
202,590.8340
203,590.8340
204,590.8340
205,590.8340
206,590.8340
207,590.8340
208,590.8340
209,590.8340
210,590.8340
211,590.8340
212,590.8340
213,590.8340
214,590.8340
215,590.8340
216,590.8340
217,590.8340
218,590.8340
219,590.8340
220,590.8340
221,590.8340
222,590.8340
223,590.8340
224,590.8340
225,590.8340
226,590.8340
227,590.8340
228,590.8340
229,590.8340
230,590.8340
231,590.8340
232,590.8340
233,590.8340
234,590.8340
235,590.8340
236,590.8340
237,590.8340
238,590.8340
239,590.8340
240,590.8340
241,590.8340
242,590.8340
243,590.8340
244,590.8340
245,590.8340
246,590.8340
247,590.8340
248,590.8340
249,590.8340
250,590.8340
251,590.8340
252,590.8340
253,590.8340
254,590.8340
255,590.8340
256,590.8340
257,590.8340
258,590.8340
259,590.8340
260,590.8340
261,590.8340
262,590.8340
263,590.8340
264,590.4534
265,590.4534
266,590.4534
267,590.4534
268,590.4534
269,588.2021
270,588.2021
271,588.2021
272,588.2021
273,588.2021
274,588.2021
275,588.2021
276,588.2021
277,588.2021
278,588.2021
279,588.2021
280,588.2021
281,588.2021
282,588.2021
283,588.2021
284,588.2021
285,588.2021
286,588.2021
287,588.2021
288,588.2021
289,588.2021
290,588.2021
291,588.2021
292,588.2021
293,588.2021
294,588.2021
295,588.2021
296,588.2021
297,588.2021
298,588.2021
299,588.2021
300,588.2021
301,588.2021
302,588.2021
303,588.2021
304,588.2021
305,588.2021
306,588.2021
307,588.2021
308,588.2021
309,588.2021
310,588.2021
311,588.2021
312,588.2021
313,588.2021
314,588.2021
315,588.2021
316,588.2021
317,588.2021
318,588.2021
319,588.2021
320,588.2021
321,588.2021
322,588.2021
323,588.2021
324,588.2021
325,588.2021
326,588.2021
327,588.2021
328,588.2021
329,588.2021
330,588.2021
331,588.2021
332,588.2021
333,588.2021
334,588.2021
335,588.2021
336,588.2021
337,588.2021
338,588.2021
339,588.2021
340,588.2021
341,588.2021
342,588.2021
343,588.2021
344,588.2021
345,588.2021
346,588.2021
347,588.2021
348,588.2021
349,588.2021
350,588.2021
351,588.2021
352,588.2021
353,588.2021
354,588.2021
355,588.2021
356,588.2021
357,588.2021
358,588.2021
359,588.2021
360,588.2021
361,588.2021
362,588.2021
363,588.2021
364,588.2021
365,588.2021
366,588.2021
367,588.2021
368,588.2021
369,588.2021
370,588.2021
371,588.2021
372,588.2021
373,588.2021
374,588.2021
375,588.2021
376,588.2021
377,588.2021
378,588.2021
379,588.2021
380,588.2021
381,588.2021
382,588.2021
383,588.2021
384,588.2021
385,588.2021
386,588.2021
387,588.2021
388,588.2021
389,588.2021
390,588.2021
391,588.2021
392,588.2021
393,588.2021
394,588.2021
395,588.2021
396,588.2021
397,588.2021
398,588.2021
399,588.2021
400,588.2021
401,588.2021
402,588.2021
403,588.2021
404,588.2021
405,588.2021
406,588.2021
407,588.2021
408,583.3394
409,583.3394
410,583.3394
411,583.3394
412,583.3394
413,583.3394
414,583.3394
415,583.3394
416,583.3394
417,583.3394
418,583.3394
419,583.3394
420,583.3394
421,583.3394
422,583.3394
423,583.3394
424,583.3394
425,583.3394
426,583.3394
427,583.3394
428,583.3394
429,583.3394
430,583.3394
431,583.3394
432,583.3394
433,583.3394
434,583.3394
435,583.3394
436,582.1809
437,582.1809
438,582.1809
439,582.1809
440,582.1809
441,582.1809
442,582.1809
443,582.1809
444,582.1809
445,582.1809
446,582.1809
447,582.1809
448,582.1809
449,582.1809
450,582.1809
451,582.1809
452,582.1809
453,582.1809
454,582.1809
455,582.1809
456,582.1809
457,582.1809
458,582.1809
459,582.1809
460,582.1809
461,582.1809
462,582.1809
463,582.1809
464,582.1809
465,582.1809
466,582.1809
467,581.4091
468,581.4091
469,581.4091
470,581.4091
471,581.4091
472,581.4091
473,581.4091
474,581.4091
475,581.4091
476,581.4091
477,581.4091
478,581.4091
479,581.4091
480,581.4091
481,581.4091
482,581.4091
483,581.4091
484,581.4091
485,581.4091
486,581.4091
487,581.4091
488,581.4091
489,581.4091
490,581.4091
491,581.4091
492,581.4091
493,581.4091
494,581.4091
495,581.4091
496,581.4091
497,581.4091
498,581.4091
499,581.4091
500,581.4091
501,581.4091
502,581.4091
503,581.4091
504,581.4091
505,581.4091
506,581.4091
507,581.4091
508,581.4091
509,581.4091
510,581.4091
511,581.4091
512,581.4091
513,581.4091
514,581.4091
515,581.4091
516,581.4091
517,581.4091
518,581.4091
519,581.4091
520,581.4091
521,581.4091
522,581.4091
523,581.4091
524,581.3055
525,581.3055
526,581.3055
527,581.3055
528,581.3055
529,581.3055
530,581.3055
531,581.3055
532,581.3055
533,581.3055
534,581.3055
535,581.3055
536,581.3055
537,581.3055
538,581.3055
539,581.3055
540,581.3055
541,581.3055
542,581.3055
543,581.3055
544,581.3055
545,581.3055
546,581.3055
547,581.3055
548,581.3055
549,581.3055
550,581.3055
551,581.3055
552,581.3055
553,581.3055
554,581.3055
555,581.3055
556,581.3055
557,581.3055
558,581.3055
559,581.3055
560,581.3055
561,581.3055
562,581.3055
563,581.3055
564,581.3055
565,581.3055
566,581.3055
567,581.3055
568,581.3055
569,581.3055
570,581.3055
571,581.3055
572,581.3055
573,581.3055
574,581.3055
575,581.3055
576,581.3055
577,581.3055
578,581.3055
579,581.3055
580,581.3055
581,581.3055
582,581.3055
583,581.3055
584,581.3055
585,581.3055
586,581.3055
587,581.3055
588,581.3055
589,581.3055
590,581.3055
591,581.3055
592,581.3055
593,581.3055
594,581.3055
595,581.3055
596,581.3055
597,581.3055
598,581.3055
599,581.3055
600,581.3055
601,581.3055
602,581.3055
603,581.3055
604,581.3055
605,581.3055
606,581.3055
607,581.3055
608,581.3055
609,581.3055
610,581.3055
611,581.3055
612,581.3055
613,581.3055
614,581.3055
615,581.3055
616,581.3055
617,581.3055
618,581.3055
619,581.3055
620,581.3055
621,581.3055
622,581.3055
623,581.3055
624,581.3055
625,581.3055
626,581.3055
627,581.3055
628,581.3055
629,581.3055
630,581.3055
631,581.3055
632,581.3055
633,581.3055
634,581.3055
635,581.3055
636,581.3055
637,581.3055
638,581.3055
639,581.3055
640,581.3055
641,581.3055
642,581.3055
643,581.3055
644,581.3055
645,581.3055
646,581.3055
647,581.3055
648,581.3055
649,581.3055
650,581.3055
651,581.3055
652,581.3055
653,581.3055
654,581.3055
655,581.3055
656,581.3055
657,581.3055
658,581.3055
659,581.3055
660,581.3055
661,581.3055
662,581.3055
663,581.3055
664,581.3055
665,581.3055
666,581.3055
667,581.3055
668,581.3055
669,581.3055
670,581.3055
671,581.3055
672,581.3055
673,581.3055
674,581.3055
675,581.3055
676,581.3055
677,581.3055
678,581.3055
679,581.3055
680,581.3055
681,581.3055
682,581.3055
683,581.3055
684,581.3055
685,581.3055
686,581.3055
687,581.3055
688,581.3055
689,581.3055
690,581.3055
691,581.3055
692,581.3055
693,581.3055
694,581.3055
695,581.3055
696,581.3055
697,581.3055
698,581.3055
699,581.3055
700,581.3055
701,581.3055
702,581.3055
703,581.3055
704,581.3055
705,581.3055
706,581.3055
707,581.3055
708,581.3055
709,581.3055
710,581.3055
711,581.3055
712,581.3055
713,581.3055
714,581.3055
715,581.3055
716,581.3055
717,581.3055
718,581.3055
719,581.3055
720,581.3055
721,581.3055
722,581.3055
723,581.3055
724,581.3055
725,581.3055
726,581.3055
727,581.3055
728,581.3055
729,581.3055
730,581.3055
731,581.3055
732,581.3055
733,581.3055
734,581.3055
735,581.3055
736,581.3055
737,581.3055
738,581.3055
739,581.3055
740,581.3055
741,581.3055
742,581.3055
743,581.3055
744,581.3055
745,581.3055
746,581.3055
747,581.3055
748,581.3055
749,581.3055
750,581.3055
751,581.3055
752,581.3055
753,581.3055
754,581.3055
755,581.3055
756,581.3055
757,581.3055
758,581.3055
759,581.3055
760,581.3055
761,581.3055
762,581.3055
763,576.3239
764,576.3239
765,576.3239
766,576.3239
767,576.3239
768,576.3239
769,576.3239
770,576.3239
771,576.3239
772,576.3239
773,576.3239
774,576.3239
775,576.3239
776,576.3239
777,576.3239
778,576.3239
779,576.3239
780,576.3239
781,576.3239
782,576.3239
783,576.3239
784,576.3239
785,576.3239
786,576.3239
787,576.3239
788,576.3239
789,576.3239
790,576.3239
791,576.3239
792,576.3239
793,576.3239
794,576.3239
795,576.3239
796,576.3239
797,576.3239
798,576.3239
799,576.3239
800,576.3239
801,576.3239
802,576.3239
803,576.3239
804,576.3239
805,576.3239
806,576.3239
807,576.3239
808,576.3239
809,576.3239
810,576.3239
811,576.3239
812,576.3239
813,576.3239
814,576.3239
815,576.3239
816,576.3239
817,576.3239
818,576.3239
819,576.3239
820,576.3239
821,576.3239
822,576.3239
823,576.3239
824,576.3239
825,576.3239
826,576.3239
827,576.3239
828,576.3239
829,576.3239
830,576.3239
831,576.3239
832,576.3239
833,576.3239
834,576.3239
835,576.3239
836,576.3239
837,576.3239
838,576.3239
839,576.3239
840,576.3239
841,576.3239
842,576.3239
843,576.3239
844,576.3239
845,576.3239
846,576.3239
847,576.3239
848,576.3239
849,576.3239
850,576.3239
851,576.3239
852,576.3239
853,576.3239
854,576.3239
855,576.3239
856,576.3239
857,576.3239
858,576.3239
859,576.3239
860,576.3239
861,576.3239
862,576.3239
863,576.3239
864,576.3239
865,576.3239
866,576.3239
867,576.3239
868,576.3239
869,576.3239
870,576.3239
871,576.3239
872,576.3239
873,576.3239
874,576.3239
875,576.3239
876,576.3239
877,576.3239
878,576.3239
879,576.3239
880,576.3239
881,576.3239
882,576.3239
883,576.3239
884,576.3239
885,576.3239
886,576.3239
887,576.3239
888,576.3239
889,576.3239
890,576.3239
891,576.3239
892,576.3239
893,576.3239
894,576.3239
895,576.3239
896,576.3239
897,576.3239
898,576.3239
899,576.3239
900,576.3239
901,576.3239
902,576.3239
903,576.3239
904,576.3239
905,576.3239
906,576.3239
907,576.3239
908,576.3239
909,576.3239
910,576.3239
911,576.3239
912,576.3239
913,576.3239
914,576.3239
915,576.3239
916,576.3239
917,576.3239
918,576.3239
919,576.3239
920,576.3239
921,576.3239
922,576.3239
923,576.3239
924,576.3239
925,576.3239
926,576.3239
927,576.3239
928,576.3239
929,576.3239
930,576.3239
931,576.3239
932,576.3239
933,576.3239
934,576.3239
935,576.3239
936,576.3239
937,576.3239
938,576.3239
939,576.3239
940,576.3239
941,576.3239
942,576.3239
943,576.3239
944,576.3239
945,576.3239
946,576.3239
947,576.3239
948,576.3239
949,576.3239
950,576.3239
951,576.3239
952,576.3239
953,576.3239
954,576.3239
955,576.3239
956,576.3239
957,576.3239
958,576.3239
959,576.3239
960,576.3239
961,576.3239
962,576.3239
963,576.3239
964,576.3239
965,576.3239
966,576.3239
967,576.3239
968,576.3239
969,576.3239
970,576.3239
971,576.3239
972,576.3239
973,576.3239
974,576.3239
975,576.3239
976,576.3239
977,576.3239
978,576.3239
979,576.3239
980,576.3239
981,576.3239
982,576.3239
983,576.3239
984,576.3239
985,576.3239
986,576.3239
987,576.3239
988,576.3239
989,576.3239
990,576.3239
991,576.3239
992,576.3239
993,576.3239
994,576.3239
995,576.3239
996,576.3239
997,576.3239
998,576.3239
999,576.3239
1000,576.3239
1001,576.3239
1002,576.3239
1003,576.3239
1004,576.3239
1005,576.3239
1006,576.3239
1007,576.3239
1008,576.3239
1009,576.3239
1010,576.3239
1011,576.3239
1012,576.3239
1013,576.3239
1014,576.3239
1015,576.3239
1016,576.3239
1017,576.3239
1018,576.3239
1019,576.3239
1020,576.3239
1021,576.3239
1022,576.3239
1023,576.3239
1024,576.3239
1025,576.3239
1026,576.3239
1027,576.3239
1028,576.3239
1029,576.3239
1030,576.3239
1031,576.3239
1032,576.3239
1033,576.3239
1034,576.3239
1035,576.3239
1036,576.3239
1037,576.3239
1038,576.3239
1039,576.3239
1040,576.3239
1041,576.3239
1042,576.3239
1043,576.3239
1044,576.3239
1045,576.3239
1046,576.3239
1047,576.3239
1048,576.3239
1049,576.3239
1050,576.3239
1051,576.3239
1052,576.3239
1053,576.3239
1054,576.3239
1055,576.3239
1056,576.3239
1057,576.3239
1058,576.3239
1059,576.3239
1060,576.3239
1061,576.3239
1062,576.3239
1063,576.3239
1064,576.3239
1065,576.3239
1066,576.3239
1067,576.3239
1068,576.3239
1069,576.3239
1070,576.3239
1071,576.3239
1072,576.3239
1073,576.3239
1074,576.3239
1075,576.3239
1076,576.3239
1077,576.3239
1078,576.3239
1079,576.3239
1080,576.3239
1081,576.3239
1082,576.3239
1083,576.3239
1084,576.3239
1085,576.3239
1086,576.3239
1087,576.3239
1088,576.3239
1089,576.3239
1090,576.3239
1091,576.3239
1092,576.3239
1093,576.3239
1094,576.3239
1095,576.3239
1096,576.3239
1097,576.3239
1098,576.3239
1099,576.3239
1100,576.3239
1101,576.3239
1102,576.3239
1103,576.3239
1104,576.3239
1105,576.3239
1106,576.3239
1107,576.3239
1108,576.3239
1109,576.3239
1110,576.3239
1111,576.3239
1112,576.3239
1113,576.3239
1114,576.3239
1115,576.3239
1116,576.3239
1117,576.3239
1118,576.3239
1119,576.3239
1120,576.3239
1121,576.3239
1122,576.3239
1123,576.3239
1124,576.3239
1125,576.3239
1126,576.3239
1127,576.3239
1128,576.3239
1129,576.3239
1130,576.3239
1131,576.3239
1132,576.3239
1133,576.3239
1134,576.3239
1135,576.3239
1136,576.3239
1137,576.3239
1138,576.3239
1139,576.3239
1140,576.3239
1141,576.3239
1142,576.3239
1143,576.3239
1144,576.3239
1145,576.3239
1146,576.3239
1147,576.3239
1148,576.3239
1149,576.3239
1150,576.3239
1151,576.3239
1152,576.3239
1153,576.3239
1154,576.3239
1155,576.3239
1156,576.3239
1157,576.3239
1158,576.3239
1159,576.3239
1160,576.3239
1161,576.3239
1162,576.3239
1163,576.3239
1164,576.3239
1165,576.3239
1166,576.3239
1167,576.3239
1168,576.3239
1169,576.3239
1170,576.3239
1171,576.3239
1172,576.3239
1173,576.3239
1174,576.3239
1175,576.3239
1176,576.3239
1177,576.3239
1178,576.3239
1179,576.3239
1180,576.3239
1181,576.3239
1182,576.3239
1183,576.3239
1184,576.3239
1185,576.3239
1186,576.3239
1187,576.3239
1188,576.3239
1189,576.3239
1190,576.3239
1191,576.3239
1192,576.3239
1193,576.3239
1194,576.3239
1195,576.3239
1196,576.3239
1197,576.3239
1198,576.3239
1199,576.3239
1200,576.3239
1201,576.3239
1202,576.3239
1203,576.3239
1204,576.3239
1205,576.3239
1206,576.3239
1207,576.3239
1208,576.3239
1209,576.3239
1210,576.3239
1211,576.3239
1212,576.3239
1213,576.3239
1214,576.3239
1215,576.3239
1216,576.3239
1217,576.3239
1218,576.3239
1219,576.3239
1220,576.3239
1221,576.3239
1222,576.3239
1223,576.3239
1224,576.3239
1225,576.3239
1226,576.3239
1227,576.3239
1228,576.3239
1229,576.3239
1230,576.3239
1231,576.3239
1232,576.3239
1233,576.3239
1234,576.3239
1235,576.3239
1236,576.3239
1237,576.3239
1238,576.3239
1239,576.3239
1240,576.3239
1241,576.3239
1242,576.3239
1243,576.3239
1244,576.3239
1245,576.3239
1246,576.3239
1247,576.3239
1248,576.3239
1249,576.3239
1250,576.3239
1251,576.3239
1252,576.3239
1253,576.3239
1254,576.3239
1255,576.3239
1256,576.3239
1257,576.3239
1258,576.3239
1259,576.3239
1260,576.3239
1261,576.3239
1262,576.3239
1263,576.3239
1264,576.3239
1265,576.3239
1266,576.3239
1267,576.3239
1268,576.3239
1269,576.3239
1270,576.3239
1271,576.3239
1272,576.3239
1273,576.3239
1274,576.3239
1275,576.3239
1276,576.3239
1277,576.3239
1278,576.3239
1279,576.3239
1280,576.3239
1281,576.3239
1282,576.3239
1283,576.3239
1284,576.3239
1285,576.3239
1286,576.3239
1287,576.3239
1288,576.3239
1289,576.3239
1290,576.3239
1291,576.3239
1292,576.3239
1293,576.3239
1294,576.3239
1295,576.3239
1296,576.3239
1297,576.3239
1298,576.3239
1299,576.3239
1300,576.3239
1301,576.3239
1302,576.3239
1303,576.3239
1304,576.3239
1305,576.3239
1306,576.3239
1307,576.3239
1308,576.3239
1309,576.3239
1310,576.3239
1311,576.3239
1312,576.3239
1313,576.3239
1314,576.3239
1315,576.3239
1316,576.3239
1317,576.3239
1318,576.3239
1319,576.3239
1320,576.3239
1321,576.3239
1322,576.3239
1323,576.3239
1324,576.3239
1325,576.3239
1326,576.3239
1327,576.3239
1328,576.3239
1329,576.3239
1330,576.3239
1331,576.3239
1332,576.3239
1333,576.3239
1334,576.3239
1335,576.3239
1336,576.3239
1337,576.3239
1338,576.3239
1339,576.3239
1340,576.3239
1341,576.3239
1342,576.3239
1343,576.3239
1344,576.3239
1345,576.3239
1346,576.3239
1347,576.3239
1348,576.3239
1349,576.3239
1350,576.3239
1351,576.3239
1352,576.3239
1353,576.3239
1354,576.3239
1355,576.3239
1356,576.3239
1357,576.3239
1358,576.3239
1359,576.3239
1360,576.3239
1361,576.3239
1362,576.3239
1363,576.3239
1364,576.3239
1365,576.3239
1366,576.3239
1367,576.3239
1368,576.3239
1369,576.3239
1370,576.3239
1371,576.3239
1372,576.3239
1373,576.3239
1374,576.3239
1375,576.3239
1376,576.3239
1377,576.3239
1378,576.3239
1379,576.3239
1380,576.3239
1381,576.3239
1382,576.3239
1383,576.3239
1384,576.3239
1385,576.3239
1386,576.3239
1387,576.3239
1388,576.3239
1389,576.3239
1390,576.3239
1391,576.3239
1392,576.3239
1393,576.3239
1394,576.3239
1395,576.3239
1396,576.3239
1397,576.3239
1398,576.3239
1399,576.3239
1400,576.3239
1401,576.3239
1402,576.3239
1403,576.3239
1404,576.3239
1405,576.3239
1406,576.3239
1407,576.3239
1408,576.3239
1409,576.3239
1410,576.3239
1411,576.3239
1412,576.3239
1413,576.3239
1414,576.3239
1415,576.3239
1416,576.3239
1417,576.3239
1418,576.3239
1419,576.3239
1420,576.3239
1421,576.3239
1422,576.3239
1423,576.3239
1424,576.3239
1425,576.3239
1426,576.3239
1427,576.3239
1428,576.3239
1429,576.3239
1430,576.3239
1431,576.3239
1432,576.3239
1433,576.3239
1434,576.3239
1435,576.3239
1436,576.3239
1437,576.3239
1438,576.3239
1439,576.3239
1440,576.3239
1441,576.3239
1442,576.3239
1443,576.3239
1444,576.3239
1445,576.3239
1446,576.3239
1447,576.3239
1448,576.3239
1449,576.3239
1450,576.3239
1451,576.3239
1452,576.3239
1453,576.3239
1454,576.3239
1455,576.3239
1456,576.3239
1457,576.3239
1458,576.3239
1459,576.3239
1460,576.3239
1461,576.3239
1462,576.3239
1463,576.3239
1464,576.3239
1465,576.3239
1466,576.3239
1467,576.3239
1468,576.3239
1469,576.3239
1470,576.3239
1471,576.3239
1472,576.3239
1473,576.3239
1474,576.3239
1475,576.3239
1476,576.3239
1477,576.3239
1478,576.3239
1479,576.3239
1480,576.3239
1481,576.3239
1482,576.3239
1483,576.3239
1484,576.3239
1485,576.3239
1486,576.3239
1487,576.3239
1488,576.3239
1489,576.3239
1490,576.3239
1491,576.3239
1492,576.3239
1493,576.3239
1494,576.3239
1495,576.3239
1496,576.3239
1497,576.3239
1498,576.3239
1499,576.3239
1500,576.3239
1501,576.3239
1502,576.3239
1503,576.3239
1504,576.3239
1505,576.3239
1506,576.3239
1507,576.3239
1508,576.3239
1509,576.3239
1510,576.3239
1511,576.3239
1512,576.3239
1513,576.3239
1514,576.3239
1515,576.3239
1516,576.3239
1517,576.3239
1518,576.3239
1519,576.3239
1520,576.3239
1521,576.3239
1522,576.3239
1523,576.3239
1524,576.3239
1525,576.3239
1526,576.3239
1527,576.3239
1528,576.3239
1529,576.3239
1530,576.3239
1531,576.3239
1532,576.3239
1533,576.3239
1534,576.3239
1535,576.3239
1536,576.3239
1537,576.3239
1538,576.3239
1539,576.3239
1540,576.3239
1541,576.3239
1542,576.3239
1543,576.3239
1544,576.3239
1545,576.3239
1546,576.3239
1547,576.3239
1548,576.3239
1549,576.3239
1550,576.3239
1551,576.3239
1552,576.3239
1553,576.3239
1554,576.3239
1555,576.3239
1556,576.3239
1557,576.3239
1558,576.3239
1559,576.3239
1560,576.3239
1561,576.3239
1562,576.3239
1563,576.3239
1564,576.3239
1565,576.3239
1566,576.3239
1567,576.3239
1568,576.3239
1569,576.3239
1570,576.3239
1571,576.3239
1572,576.3239
1573,576.3239
1574,576.3239
1575,576.3239
1576,576.3239
1577,576.3239
1578,576.3239
1579,576.3239
1580,576.3239
1581,576.3239
1582,576.3239
1583,576.3239
1584,576.3239
1585,576.3239
1586,576.3239
1587,576.3239
1588,576.3239
1589,576.3239
1590,576.3239
1591,576.3239
1592,576.3239
1593,576.3239
1594,576.3239
1595,576.3239
1596,576.3239
1597,576.3239
1598,576.3239
1599,576.3239
1600,576.3239
1601,576.3239
1602,576.3239
1603,576.3239
1604,576.3239
1605,576.3239
1606,576.3239
1607,576.3239
1608,576.3239
1609,576.3239
1610,576.3239
1611,576.3239
1612,576.3239
1613,576.3239
1614,576.3239
1615,576.3239
1616,576.3239
1617,576.3239
1618,576.3239
1619,576.3239
1620,576.3239
1621,576.3239
1622,576.3239
1623,576.3239
1624,576.3239
1625,576.3239
1626,576.3239
1627,576.3239
1628,576.3239
1629,576.3239
1630,576.3239
1631,576.3239
1632,576.3239
1633,576.3239
1634,576.3239
1635,576.3239
1636,576.3239
1637,576.3239
1638,576.3239
1639,576.3239
1640,576.3239
1641,576.3239
1642,576.3239
1643,576.3239
1644,576.3239
1645,576.3239
1646,576.3239
1647,576.3239
1648,576.3239
1649,576.3239
1650,576.3239
1651,576.3239
1652,576.3239
1653,576.3239
1654,576.3239
1655,576.3239
1656,576.3239
1657,576.3239
1658,576.3239
1659,576.3239
1660,576.3239
1661,576.3239
1662,576.3239
1663,576.3239
1664,576.3239
1665,576.3239
1666,576.3239
1667,576.3239
1668,576.3239
1669,576.3239
1670,576.3239
1671,576.3239
1672,576.3239
1673,576.3239
1674,576.3239
1675,576.3239
1676,576.3239
1677,576.3239
1678,576.3239
1679,576.3239
1680,576.3239
1681,576.3239
1682,576.3239
1683,576.3239
1684,576.3239
1685,576.3239
1686,576.3239
1687,576.3239
1688,576.3239
1689,576.3239
1690,576.3239
1691,576.3239
1692,576.3239
1693,576.3239
1694,576.3239
1695,576.3239
1696,576.3239
1697,576.3239
1698,576.3239
1699,576.3239
1700,576.3239
1701,576.3239
1702,576.3239
1703,576.3239
1704,576.3239
1705,576.3239
1706,576.3239
1707,576.3239
1708,576.3239
1709,576.3239
1710,576.3239
1711,576.3239
1712,576.3239
1713,576.3239
1714,576.3239
1715,576.3239
1716,576.3239
1717,576.3239
1718,576.3239
1719,576.3239
1720,576.3239
1721,572.3452
1722,572.3452
1723,572.3452
1724,572.3452
1725,572.3452
1726,572.3452
1727,572.3452
1728,572.3452
1729,572.3452
1730,572.3452
1731,572.3452
1732,572.3452
1733,572.3452
1734,572.3452
1735,572.3452
1736,572.3452
1737,572.3452
1738,572.3452
1739,572.3452
1740,572.3452
1741,572.3452
1742,572.3452
1743,572.3452
1744,572.3452
1745,572.3452
1746,572.3452
1747,572.3452
1748,572.3452
1749,572.3452
1750,572.3452
1751,572.3452
1752,572.3452
1753,572.3452
1754,572.3452
1755,572.3452
1756,572.3452
1757,572.3452
1758,572.3452
1759,572.3452
1760,572.3452
1761,572.3452
1762,572.3452
1763,572.3452
1764,572.3452
1765,572.3452
1766,572.3452
1767,572.3452
1768,572.3452
1769,572.3452
1770,572.3452
1771,572.3452
1772,572.3452
1773,572.3452
1774,572.3452
1775,572.3452
1776,572.3452
1777,572.3452
1778,572.3452
1779,572.3452
1780,572.3452
1781,572.3452
1782,572.3452
1783,572.3452
1784,572.3452
1785,572.3452
1786,572.3452
1787,572.3452
1788,572.3452
1789,572.3452
1790,572.3452
1791,572.3452
1792,572.3452
1793,572.3452
1794,572.3452
1795,572.3452
1796,572.3452
1797,572.3452
1798,572.3452
1799,572.3452
1800,572.3452
1801,572.3452
1802,572.3452
1803,572.3452
1804,572.3452
1805,572.3452
1806,572.3452
1807,572.3452
1808,572.3452
1809,572.3452
1810,572.3452
1811,572.3452
1812,572.3452
1813,572.3452
1814,572.3452
1815,572.3452
1816,572.3452
1817,572.3452
1818,572.3452
1819,572.3452
1820,572.3452
1821,572.3452
1822,572.3452
1823,572.3452
1824,572.3452
1825,572.3452
1826,572.3452
1827,572.3452
1828,572.3452
1829,572.3452
1830,572.3452
1831,572.3452
1832,572.3452
1833,572.3452
1834,572.3452
1835,572.3452
1836,572.3452
1837,572.3452
1838,572.3452
1839,572.3452
1840,572.3452
1841,572.3452
1842,572.3452
1843,572.3452
1844,572.3452
1845,572.3452
1846,572.3452
1847,572.3452
1848,572.3452
1849,572.3452
1850,572.3452
1851,572.3452
1852,572.3452
1853,572.3452
1854,572.3452
1855,572.3452
1856,572.3452
1857,572.3452
1858,572.3452
1859,572.3452
1860,572.3452
1861,572.3452
1862,572.3452
1863,572.3452
1864,572.3452
1865,572.3452
1866,572.3452
1867,572.3452
1868,572.3452
1869,572.3452
1870,572.3452
1871,572.3452
