iter,best_so_far
1872,572.3452
1873,572.3452
1874,572.3452
1875,572.3452
1876,572.3452
1877,572.3452
1878,572.3452
1879,572.3452
1880,572.3452
1881,572.3452
1882,572.3452
1883,572.3452
1884,572.3452
1885,572.3452
1886,572.3452
1887,572.3452
1888,572.3452
1889,572.3452
1890,572.3452
1891,572.3452
1892,572.3452
1893,572.3452
1894,572.3452
1895,572.3452
1896,572.3452
1897,572.3452
1898,572.3452
1899,572.3452
1900,572.3452
1901,572.3452
1902,572.3452
1903,572.3452
1904,572.3452
1905,572.3452
1906,572.3452
1907,572.3452
1908,572.3452
1909,572.3452
1910,572.3452
1911,572.3452
1912,572.3452
1913,572.3452
1914,572.3452
1915,572.3452
1916,572.3452
1917,572.3452
1918,572.3452
1919,572.3452
1920,572.3452
1921,572.3452
1922,572.3452
1923,572.3452
1924,572.3452
1925,572.3452
1926,572.3452
1927,572.3452
1928,572.3452
1929,572.3452
1930,572.3452
1931,572.3452
1932,572.3452
1933,572.3452
1934,572.3452
1935,572.3452
1936,572.3452
1937,572.3452
1938,572.3452
1939,572.3452
1940,572.3452
1941,572.3452
1942,572.3452
1943,572.3452
1944,572.3452
1945,572.3452
1946,572.3452
1947,572.3452
1948,572.3452
1949,572.3452
1950,572.3452
1951,572.3452
1952,572.3452
1953,572.3452
1954,572.3452
1955,572.3452
1956,572.3452
1957,572.3452
1958,572.3452
1959,572.3452
1960,572.3452
1961,572.3452
1962,572.3452
1963,572.3452
1964,572.3452
1965,572.3452
1966,572.3452
1967,572.3452
1968,572.3452
1969,572.3452
1970,572.3452
1971,572.3452
1972,572.3452
1973,572.3452
1974,572.3452
1975,572.3452
1976,572.3452
1977,572.3452
1978,572.3452
1979,572.3452
1980,572.3452
1981,572.3452
1982,572.3452
1983,572.3452
1984,572.3452
1985,572.3452
1986,572.3452
1987,572.3452
1988,572.3452
1989,572.3452
1990,572.3452
1991,572.3452
1992,572.3452
1993,572.3452
1994,572.3452
1995,572.3452
1996,572.3452
1997,572.3452
1998,572.3452
1999,572.3452
2000,572.3452
2001,572.3452
2002,572.3452
2003,572.3452
2004,572.3452
2005,572.3452
2006,572.3452
2007,572.3452
2008,572.3452
2009,572.3452
2010,572.3452
2011,572.3452
2012,572.3452
2013,572.3452
2014,572.3452
2015,572.3452
2016,572.3452
2017,572.3452
2018,572.3452
2019,572.3452
2020,572.3452
2021,572.3452
2022,572.3452
2023,572.3452
2024,572.3452
2025,572.3452
2026,572.3452
2027,572.3452
2028,572.3452
2029,572.3452
2030,572.3452
2031,572.3452
2032,572.3452
2033,572.3452
2034,572.3452
2035,572.3452
2036,572.3452
2037,572.3452
2038,572.3452
2039,572.3452
2040,572.3452
2041,572.3452
2042,572.3452
2043,572.3452
2044,572.3452
2045,572.3452
2046,572.3452
2047,572.3452
2048,572.3452
2049,572.3452
2050,572.3452
2051,572.3452
2052,572.3452
2053,572.3452
2054,572.3452
2055,572.3452
2056,572.3452
2057,572.3452
2058,572.3452
2059,572.3452
2060,572.3452
2061,572.3452
2062,572.3452
2063,572.3452
2064,572.3452
2065,572.3452
2066,572.3452
2067,572.3452
2068,572.3452
2069,572.3452
2070,572.3452
2071,572.3452
2072,572.3452
2073,572.3452
2074,572.3452
2075,572.3452
2076,572.3452
2077,572.3452
2078,572.3452
2079,572.3452
2080,572.3452
2081,572.3452
2082,572.3452
2083,572.3452
2084,572.3452
2085,572.3452
2086,572.3452
2087,572.3452
2088,572.3452
2089,572.3452
2090,572.3452
2091,572.3452
2092,572.3452
2093,572.3452
2094,572.3452
2095,572.3452
2096,572.3452
2097,572.3452
2098,572.3452
2099,572.3452
2100,572.3452
2101,572.3452
2102,572.3452
2103,572.3452
2104,572.3452
2105,572.3452
2106,572.3452
2107,572.3452
2108,572.3452
2109,572.3452
2110,572.3452
2111,572.3452
2112,572.3452
2113,572.3452
2114,572.3452
2115,572.3452
2116,572.3452
2117,572.3452
2118,572.3452
2119,572.3452
2120,572.3452
2121,572.3452
2122,572.3452
2123,572.3452
2124,572.3452
2125,570.5135
2126,570.5135
2127,570.5135
2128,570.5135
2129,570.5135
2130,570.5135
2131,570.5135
2132,570.5135
2133,570.5135
2134,570.5135
2135,570.5135
2136,570.5135
2137,570.5135
2138,570.5135
2139,570.5135
2140,570.5135
2141,570.5135
2142,570.5135
2143,570.5135
2144,570.5135
2145,570.5135
2146,570.5135
2147,570.5135
2148,570.5135
2149,570.5135
2150,570.5135
2151,570.5135
2152,570.5135
2153,570.5135
2154,570.5135
2155,570.5135
2156,570.5135
2157,570.5135
2158,570.5135
2159,570.5135
2160,570.5135
2161,570.5135
2162,570.5135
2163,570.5135
2164,570.5135
2165,570.5135
2166,570.5135
2167,570.5135
2168,570.5135
2169,570.5135
2170,570.5135
2171,570.5135
2172,570.5135
2173,570.5135
2174,570.5135
2175,570.5135
2176,570.5135
2177,570.5135
2178,570.5135
2179,570.5135
2180,570.5135
2181,570.5135
2182,570.5135
2183,570.5135
2184,570.5135
2185,570.5135
2186,570.5135
2187,570.5135
2188,570.5135
2189,570.5135
2190,570.5135
2191,570.5135
2192,570.5135
2193,570.5135
2194,570.5135
2195,570.5135
2196,570.5135
2197,570.5135
2198,570.5135
2199,570.5135
2200,570.5135
2201,570.5135
2202,570.5135
2203,570.5135
2204,570.5135
2205,570.5135
2206,570.5135
2207,570.5135
2208,570.5135
2209,570.5135
2210,570.5135
2211,570.5135
2212,570.5135
2213,570.5135
2214,570.5135
2215,570.5135
2216,570.5135
2217,570.5135
2218,570.5135
2219,570.5135
2220,570.5135
2221,570.5135
2222,570.5135
2223,570.5135
2224,570.5135
2225,570.5135
2226,570.5135
2227,570.5135
2228,570.5135
2229,570.5135
2230,570.5135
2231,570.5135
2232,570.5135
2233,570.5135
2234,570.5135
2235,570.5135
2236,570.5135
2237,570.5135
2238,570.5135
2239,570.5135
2240,570.5135
2241,570.5135
2242,570.5135
2243,570.5135
2244,570.5135
2245,570.5135
2246,570.5135
2247,570.5135
2248,570.5135
2249,570.5135
2250,570.5135
2251,570.5135
2252,570.5135
2253,570.5135
2254,570.5135
2255,570.5135
2256,570.5135
2257,570.5135
2258,570.5135
2259,570.5135
2260,570.5135
2261,570.5135
2262,570.5135
2263,570.5135
2264,570.5135
2265,570.5135
2266,570.5135
2267,570.5135
2268,570.5135
2269,570.5135
2270,570.5135
2271,570.5135
2272,570.5135
2273,570.5135
2274,570.5135
2275,570.5135
2276,570.5135
2277,570.5135
2278,570.5135
2279,570.5135
2280,570.5135
2281,570.5135
2282,570.5135
2283,570.5135
2284,570.5135
2285,570.5135
2286,570.5135
2287,570.5135
2288,570.5135
2289,570.5135
2290,570.5135
2291,570.5135
2292,570.5135
2293,570.5135
2294,570.5135
2295,570.5135
2296,570.5135
2297,570.5135
2298,570.5135
2299,570.5135
2300,570.5135
2301,570.5135
2302,570.5135
2303,570.5135
2304,570.5135
2305,570.5135
2306,570.5135
2307,570.5135
2308,570.5135
2309,570.5135
2310,570.5135
2311,570.5135
2312,570.5135
2313,570.5135
2314,570.5135
2315,570.5135
2316,570.5135
2317,570.5135
2318,570.5135
2319,570.5135
2320,570.5135
2321,570.5135
2322,570.5135
2323,570.5135
2324,570.5135
2325,570.5135
2326,570.5135
2327,570.5135
2328,570.5135
2329,570.5135
2330,570.5135
2331,570.5135
2332,570.5135
2333,570.5135
2334,570.5135
2335,570.5135
2336,570.5135
2337,570.5135
2338,570.5135
2339,570.5135
2340,570.5135
2341,570.5135
2342,570.5135
2343,570.5135
2344,570.5135
2345,570.5135
2346,570.5135
2347,570.5135
2348,570.5135
2349,570.5135
2350,570.5135
2351,570.5135
2352,570.5135
2353,570.5135
2354,570.5135
2355,570.5135
2356,570.5135
2357,570.5135
2358,570.5135
2359,570.5135
2360,570.5135
2361,570.5135
2362,570.5135
2363,570.5135
2364,570.5135
2365,570.5135
2366,570.5135
2367,570.5135
2368,570.5135
2369,570.5135
2370,570.5135
2371,570.5135
2372,570.5135
2373,570.5135
2374,570.5135
2375,570.5135
2376,570.5135
2377,570.5135
2378,570.5135
2379,570.5135
2380,570.5135
2381,570.5135
2382,570.5135
2383,570.5135
2384,570.5135
2385,570.5135
2386,570.5135
2387,570.5135
2388,570.5135
2389,570.5135
2390,570.5135
2391,570.5135
2392,570.5135
2393,570.5135
2394,570.5135
2395,570.5135
2396,570.5135
2397,570.5135
2398,570.5135
2399,570.5135
2400,570.5135
2401,570.5135
2402,570.5135
2403,570.5135
2404,570.5135
2405,570.5135
2406,570.5135
2407,570.5135
2408,570.5135
2409,570.5135
2410,570.5135
2411,570.5135
2412,570.5135
2413,570.5135
2414,570.5135
2415,570.5135
2416,570.5135
2417,570.5135
2418,570.5135
2419,570.5135
2420,570.5135
2421,570.5135
2422,570.5135
2423,570.5135
2424,570.5135
2425,570.5135
2426,570.5135
2427,570.5135
2428,570.5135
2429,570.5135
2430,570.5135
2431,570.5135
2432,570.5135
2433,570.5135
2434,570.5135
2435,570.5135
2436,570.5135
2437,570.5135
2438,570.5135
2439,570.5135
2440,570.5135
2441,570.5135
2442,570.5135
2443,570.5135
2444,570.5135
2445,570.5135
2446,570.5135
2447,570.5135
2448,570.5135
2449,570.5135
2450,570.5135
2451,570.5135
2452,570.5135
2453,570.5135
2454,570.5135
2455,570.5135
2456,570.5135
2457,570.5135
2458,570.5135
2459,570.5135
2460,570.5135
2461,570.5135
2462,570.5135
2463,570.5135
2464,570.5135
2465,570.5135
2466,570.5135
2467,570.5135
2468,570.5135
2469,570.5135
2470,570.5135
2471,570.5135
2472,570.5135
2473,570.5135
2474,570.5135
2475,570.5135
2476,570.5135
2477,570.5135
2478,570.5135
2479,570.5135
2480,570.5135
2481,570.5135
2482,570.5135
2483,570.5135
2484,570.5135
2485,570.5135
2486,570.5135
2487,570.5135
2488,570.5135
2489,570.5135
2490,570.5135
2491,570.5135
2492,570.5135
2493,570.5135
2494,570.5135
2495,570.5135
2496,570.5135
2497,570.5135
2498,570.5135
2499,570.5135
2500,570.5135
2501,570.5135
2502,570.5135
2503,570.5135
2504,570.5135
2505,570.5135
2506,570.5135
2507,570.5135
2508,570.5135
2509,570.5135
2510,570.5135
2511,570.5135
2512,570.5135
2513,570.5135
2514,570.5135
2515,570.5135
2516,570.5135
2517,570.5135
2518,570.5135
2519,570.5135
2520,570.5135
2521,570.5135
2522,570.5135
2523,570.5135
2524,570.5135
2525,570.5135
2526,570.5135
2527,570.5135
2528,570.5135
2529,570.5135
2530,570.5135
2531,570.5135
2532,570.5135
2533,570.5135
2534,570.5135
2535,570.5135
2536,570.5135
2537,570.5135
2538,570.5135
2539,570.5135
2540,570.5135
2541,570.5135
2542,570.5135
2543,570.5135
2544,570.5135
2545,570.5135
2546,570.5135
2547,570.5135
2548,570.5135
2549,570.5135
2550,570.5135
2551,570.5135
2552,570.5135
2553,570.5135
2554,570.5135
2555,570.5135
2556,570.5135
2557,570.5135
2558,570.5135
2559,570.5135
2560,570.5135
2561,570.5135
2562,570.5135
2563,570.5135
2564,570.5135
2565,570.5135
2566,570.5135
2567,570.5135
2568,570.5135
2569,570.5135
2570,570.5135
2571,570.5135
2572,570.5135
2573,570.5135
2574,570.5135
2575,570.5135
2576,570.5135
2577,570.5135
2578,570.5135
2579,570.5135
2580,570.5135
2581,570.5135
2582,570.5135
2583,570.5135
2584,570.5135
2585,570.5135
2586,570.5135
2587,570.5135
2588,570.5135
2589,570.5135
2590,570.5135
2591,570.5135
2592,570.5135
2593,570.5135
2594,570.5135
2595,570.5135
2596,570.5135
2597,570.5135
2598,570.5135
2599,570.5135
2600,570.5135
2601,570.5135
2602,570.5135
2603,570.5135
2604,570.5135
2605,570.5135
2606,570.5135
2607,570.5135
2608,570.5135
2609,570.5135
2610,570.5135
2611,570.5135
2612,570.5135
2613,570.5135
2614,570.5135
2615,570.5135
2616,570.5135
2617,570.5135
2618,570.5135
2619,570.5135
2620,570.5135
2621,570.5135
2622,570.5135
2623,570.5135
2624,570.5135
2625,570.5135
2626,570.5135
2627,570.5135
2628,570.5135
2629,570.5135
2630,570.5135
2631,570.5135
2632,570.5135
2633,570.5135
2634,570.5135
2635,570.5135
2636,570.5135
2637,570.5135
2638,570.5135
2639,570.5135
2640,570.5135
2641,570.5135
2642,570.5135
2643,570.5135
2644,570.5135
2645,570.5135
2646,570.5135
2647,570.5135
2648,570.5135
2649,570.5135
2650,570.5135
2651,570.5135
2652,570.5135
2653,570.5135
2654,570.5135
2655,570.5135
2656,570.5135
2657,570.5135
2658,570.5135
2659,570.5135
2660,570.5135
2661,570.5135
2662,570.5135
2663,570.5135
2664,570.5135
2665,570.5135
2666,570.5135
2667,570.5135
2668,570.5135
2669,570.5135
2670,570.5135
2671,570.5135
2672,570.5135
2673,570.5135
2674,570.5135
2675,570.5135
2676,570.5135
2677,570.5135
2678,570.5135
2679,570.5135
2680,570.5135
2681,570.5135
2682,570.5135
2683,570.5135
2684,570.5135
2685,570.5135
2686,570.5135
2687,570.5135
2688,570.5135
2689,570.5135
2690,570.5135
2691,570.5135
2692,570.5135
2693,570.5135
2694,570.5135
2695,570.5135
2696,570.5135
2697,570.5135
2698,570.5135
2699,570.5135
2700,570.5135
2701,570.5135
2702,570.5135
2703,570.5135
2704,570.5135
2705,570.5135
2706,570.5135
2707,570.5135
2708,570.5135
2709,570.5135
2710,570.5135
2711,570.5135
2712,570.5135
2713,570.5135
2714,570.5135
2715,570.5135
2716,570.5135
2717,570.5135
2718,570.5135
2719,570.5135
2720,570.5135
2721,570.5135
2722,570.5135
2723,570.5135
2724,570.5135
2725,570.5135
2726,570.5135
2727,570.5135
2728,570.5135
2729,570.5135
2730,570.5135
2731,570.5135
2732,570.5135
2733,570.5135
2734,570.5135
2735,570.5135
2736,570.5135
2737,570.5135
2738,570.5135
2739,570.5135
2740,570.5135
2741,570.5135
2742,570.5135
2743,570.5135
2744,570.5135
2745,570.5135
2746,570.5135
2747,570.5135
2748,570.5135
2749,570.5135
2750,570.5135
2751,570.5135
2752,570.5135
2753,570.5135
2754,570.5135
2755,570.5135
2756,570.5135
2757,570.5135
2758,570.5135
2759,570.5135
2760,570.5135
2761,570.5135
2762,570.5135
2763,570.5135
2764,570.5135
2765,570.5135
2766,570.5135
2767,570.5135
2768,570.5135
2769,570.5135
2770,570.5135
2771,570.5135
2772,570.5135
2773,570.5135
2774,570.5135
2775,570.5135
2776,570.5135
2777,570.5135
2778,570.5135
2779,570.5135
2780,570.5135
2781,570.5135
2782,570.5135
2783,570.5135
2784,570.5135
2785,570.5135
2786,570.5135
2787,570.5135
2788,570.5135
2789,570.5135
2790,570.5135
2791,570.5135
2792,570.5135
2793,570.5135
2794,570.5135
2795,570.5135
2796,570.5135
2797,570.5135
2798,570.5135
2799,570.5135
2800,570.5135
2801,570.5135
2802,570.5135
2803,570.5135
2804,570.5135
2805,570.5135
2806,570.5135
2807,570.5135
2808,570.5135
2809,570.5135
2810,570.5135
2811,570.5135
2812,570.5135
2813,570.5135
2814,570.5135
2815,570.5135
2816,570.5135
2817,570.5135
2818,570.5135
2819,570.5135
2820,570.5135
2821,570.5135
2822,570.5135
2823,570.5135
2824,570.5135
2825,570.5135
2826,570.5135
2827,570.5135
2828,570.5135
2829,570.5135
2830,570.5135
2831,570.5135
2832,570.5135
2833,570.5135
2834,570.5135
2835,570.5135
2836,570.5135
2837,570.5135
2838,570.5135
2839,570.5135
2840,570.5135
2841,570.5135
2842,570.5135
2843,570.5135
2844,570.5135
2845,570.5135
2846,570.5135
2847,570.5135
2848,570.5135
2849,570.5135
2850,570.5135
2851,570.5135
2852,570.5135
2853,570.5135
2854,570.5135
2855,570.5135
2856,570.5135
2857,570.5135
2858,570.5135
2859,570.5135
2860,570.5135
2861,570.5135
2862,570.5135
2863,570.5135
2864,570.5135
2865,570.5135
2866,570.5135
2867,570.5135
2868,570.5135
2869,570.5135
2870,570.5135
2871,570.5135
2872,570.5135
2873,570.5135
2874,570.5135
2875,570.5135
2876,570.5135
2877,570.5135
2878,570.5135
2879,570.5135
2880,570.5135
2881,570.5135
2882,570.5135
2883,570.5135
2884,570.5135
2885,570.5135
2886,570.5135
2887,570.5135
2888,570.5135
2889,570.5135
2890,570.5135
2891,570.5135
2892,570.5135
2893,570.5135
2894,570.5135
2895,570.5135
2896,570.5135
2897,570.5135
2898,570.5135
2899,570.5135
2900,570.5135
2901,570.5135
2902,570.5135
2903,570.5135
2904,570.5135
2905,570.5135
2906,570.5135
2907,570.5135
2908,570.5135
2909,570.5135
2910,570.5135
2911,570.5135
2912,570.5135
2913,570.5135
2914,570.5135
2915,570.5135
2916,570.5135
2917,570.5135
2918,570.5135
2919,570.5135
2920,570.5135
2921,570.5135
2922,570.5135
2923,570.5135
2924,570.5135
2925,570.5135
2926,570.5135
2927,570.5135
2928,570.5135
2929,570.5135
2930,570.5135
2931,570.5135
2932,570.5135
2933,570.5135
2934,570.5135
2935,570.5135
2936,570.5135
2937,570.5135
2938,570.5135
2939,570.5135
2940,570.5135
2941,570.5135
2942,570.5135
2943,570.5135
2944,570.5135
2945,570.5135
2946,570.5135
2947,570.5135
2948,570.5135
2949,570.5135
2950,570.5135
2951,570.5135
2952,570.5135
2953,570.5135
2954,570.5135
2955,570.5135
2956,570.5135
2957,570.5135
2958,570.5135
2959,570.5135
2960,570.5135
2961,570.5135
2962,570.5135
2963,570.5135
2964,570.5135
2965,570.5135
2966,570.5135
2967,570.5135
2968,570.5135
2969,570.5135
2970,570.5135
2971,570.5135
2972,570.5135
2973,570.5135
2974,570.5135
2975,570.5135
2976,570.5135
2977,570.5135
2978,570.5135
2979,570.5135
2980,570.5135
2981,570.5135
2982,570.5135
2983,570.5135
2984,570.5135
2985,570.5135
2986,570.5135
2987,570.5135
2988,570.5135
2989,570.5135
2990,570.5135
2991,570.5135
2992,570.5135
2993,570.5135
2994,570.5135
2995,570.5135
2996,570.5135
2997,570.5135
2998,570.5135
2999,570.5135
3000,570.5135
3001,570.5135
3002,570.5135
3003,570.5135
3004,570.5135
3005,570.5135
3006,570.5135
3007,570.5135
3008,570.5135
3009,570.5135
3010,570.5135
3011,570.5135
3012,570.5135
3013,570.5135
3014,570.5135
3015,570.5135
3016,570.5135
3017,570.5135
3018,570.5135
3019,570.5135
3020,570.5135
3021,570.5135
3022,570.5135
3023,570.5135
3024,570.5135
3025,570.5135
3026,570.5135
3027,570.5135
3028,570.5135
3029,570.5135
3030,570.5135
3031,570.5135
3032,570.5135
3033,570.5135
3034,570.5135
3035,570.5135
3036,570.5135
3037,570.5135
3038,570.5135
3039,570.5135
3040,570.5135
3041,570.5135
3042,570.5135
3043,570.5135
3044,570.5135
3045,570.5135
3046,570.5135
3047,570.5135
3048,570.5135
3049,570.5135
3050,570.5135
3051,570.5135
3052,570.5135
3053,570.5135
3054,570.5135
3055,570.5135
3056,570.5135
3057,570.5135
3058,570.5135
3059,570.5135
3060,570.5135
3061,570.5135
3062,570.5135
3063,570.5135
3064,570.5135
3065,570.5135
3066,570.5135
3067,570.5135
3068,570.5135
3069,570.5135
3070,570.5135
3071,570.5135
3072,570.5135
3073,570.5135
3074,570.5135
3075,570.5135
3076,570.5135
3077,570.5135
3078,570.5135
3079,570.5135
3080,570.5135
3081,570.5135
3082,570.5135
3083,570.5135
3084,570.5135
3085,570.5135
3086,570.5135
3087,570.5135
3088,570.5135
3089,570.5135
3090,570.5135
3091,570.5135
3092,570.5135
3093,570.5135
3094,570.5135
3095,570.5135
3096,570.5135
3097,570.5135
3098,570.5135
3099,570.5135
3100,570.5135
3101,570.5135
3102,570.5135
3103,570.5135
3104,570.5135
3105,570.5135
3106,570.5135
3107,570.5135
3108,570.5135
3109,570.5135
3110,570.5135
3111,570.5135
3112,570.5135
3113,570.5135
3114,570.5135
3115,570.5135
3116,570.5135
3117,570.5135
3118,570.5135
3119,570.5135
3120,570.5135
3121,570.5135
3122,570.5135
3123,570.5135
3124,570.5135
3125,570.5135
3126,570.5135
3127,570.5135
3128,570.5135
3129,570.5135
3130,570.5135
3131,570.5135
3132,570.5135
3133,570.5135
3134,570.5135
3135,570.5135
3136,570.5135
3137,570.5135
3138,570.5135
3139,570.5135
3140,570.5135
3141,570.5135
3142,570.5135
3143,570.5135
3144,570.5135
3145,570.5135
3146,570.5135
3147,570.5135
3148,570.5135
3149,570.5135
3150,570.5135
3151,570.5135
3152,570.5135
3153,570.5135
3154,570.5135
3155,570.5135
3156,570.5135
3157,570.5135
3158,570.5135
3159,570.5135
3160,570.5135
3161,570.5135
3162,570.5135
3163,570.5135
3164,570.5135
3165,570.5135
3166,570.5135
3167,570.5135
3168,570.5135
3169,570.5135
3170,570.5135
3171,570.5135
3172,570.5135
3173,570.5135
3174,570.5135
3175,570.5135
3176,570.5135
3177,570.5135
3178,570.5135
3179,570.5135
3180,570.5135
3181,570.5135
3182,570.5135
3183,570.5135
3184,570.5135
3185,570.5135
3186,570.5135
3187,570.5135
3188,570.5135
3189,570.5135
3190,570.5135
3191,570.5135
3192,570.5135
3193,570.5135
3194,570.5135
3195,570.5135
3196,570.5135
3197,570.5135
3198,570.5135
3199,570.5135
3200,570.5135
3201,570.5135
3202,570.5135
3203,570.5135
3204,570.5135
3205,570.5135
3206,570.5135
3207,570.5135
3208,570.5135
3209,570.5135
3210,570.5135
3211,570.5135
3212,570.5135
3213,570.5135
3214,570.5135
3215,570.5135
3216,570.5135
3217,570.5135
3218,570.5135
3219,570.5135
3220,570.5135
3221,570.5135
3222,570.5135
3223,570.5135
3224,570.5135
3225,570.5135
3226,570.5135
3227,570.5135
3228,570.5135
3229,570.5135
3230,570.5135
3231,570.5135
3232,570.5135
3233,570.5135
3234,570.5135
3235,570.5135
3236,570.5135
3237,570.5135
3238,570.5135
3239,570.5135
3240,570.5135
3241,570.5135
3242,570.5135
3243,570.5135
3244,570.5135
3245,570.5135
3246,570.5135
3247,570.5135
3248,570.5135
3249,570.5135
3250,570.5135
3251,570.5135
3252,570.5135
3253,570.5135
3254,570.5135
3255,570.5135
3256,570.5135
3257,570.5135
3258,570.5135
3259,570.5135
3260,570.5135
3261,570.5135
3262,570.5135
3263,570.5135
3264,570.5135
3265,570.5135
3266,570.5135
3267,570.5135
3268,570.5135
3269,570.5135
3270,570.5135
3271,570.5135
3272,570.5135
3273,570.5135
3274,570.5135
3275,570.5135
3276,570.5135
3277,570.5135
3278,570.5135
3279,570.5135
3280,570.5135
3281,570.5135
3282,570.5135
3283,570.5135
3284,570.5135
3285,570.5135
3286,570.5135
3287,570.5135
3288,570.5135
3289,570.5135
3290,570.5135
3291,570.5135
3292,570.5135
3293,570.5135
3294,570.5135
3295,570.5135
3296,570.5135
3297,570.5135
3298,570.5135
3299,570.5135
3300,570.5135
3301,570.5135
3302,570.5135
3303,570.5135
3304,570.5135
3305,570.5135
3306,570.5135
3307,570.5135
3308,570.5135
3309,570.5135
3310,570.5135
3311,570.5135
3312,570.5135
3313,570.5135
3314,570.5135
3315,570.5135
3316,570.5135
3317,570.5135
3318,570.5135
3319,570.5135
3320,570.5135
3321,570.5135
3322,570.5135
3323,570.5135
3324,570.5135
3325,570.5135
3326,570.5135
3327,570.5135
3328,570.5135
3329,570.5135
3330,570.5135
3331,570.5135
3332,570.5135
3333,570.5135
3334,570.5135
3335,570.5135
3336,570.5135
3337,570.1608
3338,570.1608
3339,570.1608
3340,570.1608
3341,570.1608
3342,570.1608
3343,570.1608
3344,570.1608
3345,570.1608
3346,570.1608
3347,570.1608
3348,570.1608
3349,570.1608
3350,570.1608
3351,570.1608
3352,570.1608
3353,570.1608
3354,570.1608
3355,570.1608
3356,570.1608
3357,570.1608
3358,570.1608
3359,570.1608
3360,570.1608
3361,570.1608
3362,570.1608
3363,570.1608
3364,570.1608
3365,570.1608
3366,570.1608
3367,570.1608
3368,570.1608
3369,570.1608
3370,570.1608
3371,570.1608
3372,570.1608
3373,570.1608
3374,570.1608
3375,570.1608
3376,570.1608
3377,570.1608
3378,570.1608
3379,570.1608
3380,570.1608
3381,570.1608
3382,570.1608
3383,570.1608
3384,570.1608
3385,570.1608
3386,570.1608
3387,570.1608
3388,570.1608
3389,570.1608
3390,570.1608
3391,570.1608
3392,570.1608
3393,570.1608
3394,570.1608
3395,570.1608
3396,570.1608
3397,570.1608
3398,570.1608
3399,570.1608
3400,570.1608
3401,570.1608
3402,570.1608
3403,570.1608
3404,570.1608
3405,570.1608
3406,570.1608
3407,570.1608
3408,570.1608
3409,570.1608
3410,570.1608
3411,570.1608
3412,570.1608
3413,570.1608
3414,570.1608
3415,570.1608
3416,570.1608
3417,570.1608
3418,570.1608
3419,570.1608
3420,570.1608
3421,570.1608
3422,570.1608
3423,570.1608
3424,570.1608
3425,570.1608
3426,570.1608
3427,570.1608
3428,570.1608
3429,570.1608
3430,570.1608
3431,570.1608
3432,570.1608
3433,570.1608
3434,570.1608
3435,570.1608
3436,570.1608
3437,570.1608
3438,570.1608
3439,570.1608
3440,570.1608
3441,570.1608
3442,570.1608
3443,570.1608
3444,570.1608
3445,570.1608
3446,570.1608
3447,570.1608
3448,570.1608
3449,570.1608
3450,570.1608
3451,570.1608
3452,570.1608
3453,570.1608
3454,570.1608
3455,570.1608
3456,570.1608
3457,570.1608
3458,570.1608
3459,570.1608
3460,570.1608
3461,570.1608
3462,570.1608
3463,570.1608
3464,570.1608
3465,570.1608
3466,570.1608
3467,570.1608
3468,570.1608
3469,570.1608
3470,570.1608
3471,570.1608
3472,570.1608
3473,570.1608
3474,570.1608
3475,570.1608
3476,570.1608
3477,570.1608
3478,570.1608
3479,570.1608
3480,570.1608
3481,570.1608
3482,570.1608
3483,570.1608
3484,570.1608
3485,570.1608
3486,570.1608
3487,570.1608
3488,570.1608
3489,570.1608
3490,570.1608
3491,570.1608
3492,570.1608
3493,570.1608
3494,570.1608
3495,570.1608
3496,570.1608
3497,570.1608
3498,570.1608
3499,570.1608
3500,570.1608
3501,570.1608
3502,570.1608
3503,570.1608
3504,570.1608
3505,570.1608
3506,570.1608
3507,570.1608
3508,570.1608
3509,570.1608
3510,570.1608
3511,570.1608
3512,570.1608
3513,570.1608
3514,570.1608
3515,570.1608
3516,570.1608
3517,570.1608
3518,570.1608
3519,570.1608
3520,570.1608
3521,570.1608
3522,570.1608
3523,570.1608
3524,570.1608
3525,570.1608
3526,570.1608
3527,570.1608
3528,570.1608
3529,570.1608
3530,570.1608
3531,570.1608
3532,570.1608
3533,570.1608
3534,570.1608
3535,570.1608
3536,570.1608
3537,570.1608
3538,570.1608
3539,570.1608
3540,570.1608
3541,570.1608
3542,570.1608
3543,570.1608
3544,570.1608
3545,570.1608
3546,570.1608
3547,570.1608
3548,570.1608
3549,570.1608
3550,570.1608
3551,570.1608
3552,570.1608
3553,570.1608
3554,570.1608
3555,570.1608
3556,570.1608
3557,570.1608
3558,570.1608
3559,570.1608
3560,570.1608
3561,570.1608
3562,570.1608
3563,570.1608
3564,570.1608
3565,570.1608
3566,570.1608
3567,570.1608
3568,570.1608
3569,570.1608
3570,570.1608
3571,570.1608
3572,570.1608
3573,570.1608
3574,570.1608
3575,570.1608
3576,570.1608
3577,570.1608
3578,570.1608
3579,570.1608
3580,570.1608
3581,570.1608
3582,570.1608
3583,570.1608
3584,570.1608
3585,570.1608
3586,570.1608
3587,570.1608
3588,570.1608
3589,570.1608
3590,570.1608
3591,570.1608
3592,570.1608
3593,570.1608
3594,570.1608
3595,570.1608
3596,570.1608
3597,570.1608
3598,570.1608
3599,570.1608
3600,570.1608
3601,570.1608
3602,570.1608
3603,570.1608
3604,570.1608
3605,570.1608
3606,570.1608
3607,570.1608
3608,570.1608
3609,570.1608
3610,570.1608
3611,570.1608
3612,570.1608
3613,570.1608
3614,570.1608
3615,570.1608
3616,570.1608
3617,570.1608
3618,570.1608
3619,570.1608
